Episode,Reward,Wins,Losses,Epsilon
259,-2.6907599778324274,33,54,0.00998645168764533
260,-6.583710761887165,33,54,0.00998645168764533
261,-100.0,33,55,0.00998645168764533
262,100.0,34,55,0.00998645168764533
263,-7.188064799741436,34,55,0.00998645168764533
264,-6.148934922972145,34,55,0.00998645168764533
265,-100.0,34,56,0.00998645168764533
266,-1.7799614803801258,34,56,0.00998645168764533
267,-100.0,34,57,0.00998645168764533
268,-8.79465441940945,34,57,0.00998645168764533
269,-100.0,34,58,0.00998645168764533
270,-7.151056402468051,34,58,0.00998645168764533
271,-3.6987307501881768,34,58,0.00998645168764533
272,100.0,35,58,0.00998645168764533
273,-8.773095380732979,35,58,0.00998645168764533
274,-6.468912263508625,35,58,0.00998645168764533
275,-9.741898723034492,35,58,0.00998645168764533
276,-8.599804427604099,35,58,0.00998645168764533
277,-3.824386458928544,35,58,0.00998645168764533
278,-4.507905502996009,35,58,0.00998645168764533
279,100.0,36,58,0.00998645168764533
280,-5.741141609940607,36,58,0.00998645168764533
281,-2.546756398103192,36,58,0.00998645168764533
282,-8.807955415283358,36,58,0.00998645168764533
283,-9.712802258569372,36,58,0.00998645168764533
284,2.8791852462354366,36,58,0.00998645168764533
285,-7.4751517144425215,36,58,0.00998645168764533
286,-7.368063568710171,36,58,0.00998645168764533
287,-7.256837123024933,36,58,0.00998645168764533
288,-1.3635086302771746,36,58,0.00998645168764533
289,-7.391069103214482,36,58,0.00998645168764533
290,-100.0,36,59,0.00998645168764533
291,-6.713640666925432,36,59,0.00998645168764533
292,-4.755350785690347,36,59,0.00998645168764533
293,-100.0,36,60,0.00998645168764533
294,-7.116861724664213,36,60,0.00998645168764533
295,-100.0,36,61,0.00998645168764533
296,-5.218912263508624,36,61,0.00998645168764533
297,-8.041800362331285,36,61,0.00998645168764533
298,-100.0,36,62,0.00998645168764533
299,100.0,37,62,0.00998645168764533
300,-100.0,37,63,0.00998645168764533
301,-3.9345653790229327,37,63,0.00998645168764533
302,-7.55122531216748,37,63,0.00998645168764533
303,-1.6430660523056442,37,63,0.00998645168764533
304,-9.911329457500036,37,63,0.00998645168764533
305,-5.499058113454585,37,63,0.00998645168764533
306,-2.256589328142738,37,63,0.00998645168764533
307,-100.0,37,64,0.00998645168764533
308,100.0,38,64,0.00998645168764533
309,-6.273095380732979,38,64,0.00998645168764533
310,-7.468744917149096,38,64,0.00998645168764533
311,-4.3129527215797925,38,64,0.00998645168764533
312,-4.747281623564692,38,64,0.00998645168764533
313,100.0,39,64,0.00998645168764533
314,-100.0,39,65,0.00998645168764533
315,-5.806971793072394,39,65,0.00998645168764533
316,-100.0,39,66,0.00998645168764533
317,-3.514895651886847,39,66,0.00998645168764533
318,-8.594149849856773,39,66,0.00998645168764533
319,-6.728333394815974,39,66,0.00998645168764533
320,-6.5821015791281665,39,66,0.00998645168764533
321,1.5544175434624825,39,66,0.00998645168764533
322,100.0,40,66,0.00998645168764533
323,-5.104126288362134,40,66,0.00998645168764533
324,-7.257619445476795,40,66,0.00998645168764533
325,-0.23508891559064615,40,66,0.00998645168764533
326,-7.148279292555599,40,66,0.00998645168764533
327,-3.1911616901489746,40,66,0.00998645168764533
328,-3.8496197769391554,40,66,0.00998645168764533
329,100.0,41,66,0.00998645168764533
330,-2.0588961099331553,41,66,0.00998645168764533
331,-3.113448770059259,41,66,0.00998645168764533
332,-3.2013706933190633,41,66,0.00998645168764533
333,100.0,42,66,0.00998645168764533
334,-100.0,42,67,0.00998645168764533
335,4.805052174056577,42,67,0.00998645168764533
336,-8.368624913716099,42,67,0.00998645168764533
337,-100.0,42,68,0.00998645168764533
338,-5.0,42,68,0.00998645168764533
339,-2.6037958840612996,42,68,0.00998645168764533
340,-2.2731949140636942,42,68,0.00998645168764533
341,-4.13979782535419,42,68,0.00998645168764533
342,-5.746393745531297,42,68,0.00998645168764533
343,100.0,43,68,0.00998645168764533
344,-3.7150984813026944,43,68,0.00998645168764533
345,-100.0,43,69,0.00998645168764533
346,-7.107493355913553,43,69,0.00998645168764533
347,-7.169353636712541,43,69,0.00998645168764533
348,100.0,44,69,0.00998645168764533
349,-1.25,44,69,0.00998645168764533
350,-8.551493425091195,44,69,0.00998645168764533
351,-5.353064755894061,44,69,0.00998645168764533
352,-3.2054555068754462,44,69,0.00998645168764533
353,-0.881040955873917,44,69,0.00998645168764533
354,100.0,45,69,0.00998645168764533
355,-7.449672805199405,45,69,0.00998645168764533
356,-6.170496630586609,45,69,0.00998645168764533
357,-7.5,45,69,0.00998645168764533
358,-100.0,45,70,0.00998645168764533
359,-4.532082395472504,45,70,0.00998645168764533
360,-1.9681921778855127,45,70,0.00998645168764533
361,-2.657082395472503,45,70,0.00998645168764533
362,-7.315097723259907,45,70,0.00998645168764533
363,-8.811049843806241,45,70,0.00998645168764533
364,-0.256040955873917,45,70,0.00998645168764533
